Season,Team,G,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
2022,BOS,30,2021-12-18,1,NYK,W,114,107,42,89,.472,17,45,.378,13,17,.765,12,45,23,6,3,12,20,35,80,.438,13,36,.361,24,30,.800,8,42,18,8,6,14,21
2022,BOS,31,2021-12-20,1,PHI,L,103,108,38,82,.463,7,27,.259,20,25,.800,11,42,16,9,5,18,23,36,72,.500,10,25,.400,26,31,.839,2,34,20,11,7,15,23
2022,BOS,32,2021-12-22,1,CLE,W,111,101,43,92,.467,11,30,.367,14,18,.778,12,48,24,12,5,13,24,36,92,.391,9,38,.237,20,24,.833,15,53,17,8,3,15,15
2022,BOS,33,2021-12-25,0,MIL,L,113,117,38,89,.427,17,45,.378,20,24,.833,11,44,24,9,8,14,23,43,91,.473,12,33,.364,19,27,.704,15,48,24,7,6,13,20
2022,BOS,34,2021-12-27,0,MIN,L,103,108,33,89,.371,16,47,.340,21,28,.750,15,53,23,8,10,14,16,40,90,.444,14,34,.412,14,19,.737,11,53,30,7,5,14,17
2022,BOS,35,2021-12-29,1,LAC,L,82,91,35,101,.347,4,42,.095,8,11,.727,21,50,19,8,8,8,16,33,81,.407,11,28,.393,14,17,.824,9,49,17,5,4,14,12
2022,BOS,36,2021-12-31,1,PHO,W,123,108,45,83,.542,10,27,.370,23,26,.885,13,51,28,6,7,17,18,41,100,.410,11,35,.314,15,16,.938,15,37,20,10,2,9,21
2022,BOS,37,2022-01-02,1,ORL,W,116,111,39,86,.453,13,36,.361,25,28,.893,9,46,25,5,10,21,23,40,95,.421,9,27,.333,22,27,.815,10,45,17,12,3,14,24
2022,BOS,38,2022-01-05,1,SAS,L,97,99,40,90,.444,9,28,.321,8,9,.889,13,41,19,10,9,8,12,42,88,.477,10,26,.385,5,5,1.000,12,48,20,6,5,17,13
2022,BOS,39,2022-01-06,0,NYK,L,105,108,38,80,.475,17,45,.378,12,13,.923,8,38,22,5,10,12,16,40,90,.444,18,36,.500,10,15,.667,11,42,23,8,1,8,17
2022,BOS,40,2022-01-08,1,NYK,W,99,75,36,76,.474,12,29,.414,15,17,.882,9,45,26,8,8,10,15,29,79,.367,11,31,.355,6,15,.400,11,40,13,8,4,12,15
2022,BOS,41,2022-01-10,1,IND,W,101,98,35,88,.398,8,28,.286,23,28,.821,12,53,17,10,6,20,19,36,94,.383,11,37,.297,15,17,.882,10,47,22,10,6,17,21
2022,BOS,42,2022-01-12,0,IND,W,119,100,40,78,.513,18,38,.474,21,25,.840,7,37,23,6,5,11,22,40,86,.465,7,36,.194,13,20,.650,11,37,27,6,5,11,24
2022,BOS,43,2022-01-14,0,PHI,L,99,111,37,78,.474,11,31,.355,14,18,.778,7,44,20,4,4,20,21,38,85,.447,14,41,.341,21,25,.840,7,40,26,12,4,9,19
2022,BOS,44,2022-01-15,1,CHI,W,114,112,44,90,.489,9,26,.346,17,19,.895,17,50,27,6,6,11,15,44,87,.506,12,29,.414,12,15,.800,7,32,31,3,3,6,19
2022,BOS,45,2022-01-17,1,NOP,W,104,92,38,80,.475,10,32,.313,18,20,.900,5,47,22,6,4,14,18,36,87,.414,9,30,.300,11,18,.611,8,41,23,10,4,11,15
2022,BOS,46,2022-01-19,1,CHO,L,102,111,39,90,.433,14,46,.304,10,13,.769,8,38,27,8,3,14,20,42,86,.488,16,39,.410,11,15,.733,11,47,27,6,6,15,17
2022,BOS,47,2022-01-21,1,POR,L,105,109,37,82,.451,11,37,.297,20,23,.870,8,42,25,7,7,11,24,36,76,.474,16,33,.485,21,30,.700,7,42,20,6,4,13,21
2022,BOS,48,2022-01-23,0,WAS,W,116,87,40,90,.444,19,39,.487,17,21,.810,11,57,26,5,3,13,16,33,93,.355,8,34,.235,13,16,.813,9,44,20,8,6,6,14
2022,BOS,49,2022-01-25,1,SAC,W,128,75,51,103,.495,20,45,.444,6,7,.857,17,67,32,6,6,11,12,29,95,.305,6,33,.182,11,15,.733,15,45,15,7,8,10,14
2022,BOS,50,2022-01-28,0,ATL,L,92,108,30,86,.349,7,36,.194,25,27,.926,16,52,15,5,8,16,25,41,89,.461,12,31,.387,14,20,.700,9,43,19,10,11,11,21
2022,BOS,51,2022-01-29,0,NOP,W,107,97,43,81,.531,14,41,.341,7,11,.636,6,43,31,6,7,14,19,36,82,.439,8,32,.250,17,23,.739,9,40,22,8,0,13,14
2022,BOS,52,2022-01-31,1,MIA,W,122,92,44,84,.524,16,42,.381,18,27,.667,9,44,24,9,6,10,15,34,87,.391,17,44,.386,7,10,.700,10,38,25,6,2,18,22
2022,BOS,53,2022-02-02,1,CHO,W,113,107,42,82,.512,14,36,.389,15,17,.882,6,42,31,9,5,18,21,37,87,.425,12,40,.300,21,27,.778,14,46,18,12,4,16,20
2022,BOS,54,2022-02-04,0,DET,W,102,93,37,82,.451,9,28,.321,19,25,.760,11,55,23,4,9,13,17,34,104,.327,10,26,.385,15,20,.750,20,56,18,5,4,11,24
2022,BOS,55,2022-02-06,0,ORL,W,116,83,45,99,.455,13,46,.283,13,14,.929,16,55,29,9,6,14,17,29,81,.358,5,26,.192,20,21,.952,8,40,17,8,5,17,16
2022,BOS,56,2022-02-08,0,BRK,W,126,91,50,91,.549,14,40,.350,12,16,.750,11,52,32,6,8,13,14,38,99,.384,10,36,.278,5,13,.385,15,40,22,6,4,13,18
2022,BOS,57,2022-02-11,1,DEN,W,108,102,38,96,.396,10,37,.270,22,30,.733,18,54,24,13,8,12,20,39,90,.433,11,44,.250,13,18,.722,12,52,23,7,6,21,22
2022,BOS,58,2022-02-13,1,ATL,W,105,95,36,85,.424,11,38,.289,22,27,.815,12,54,21,5,6,12,15,34,93,.366,12,38,.316,15,15,1.000,11,48,18,6,3,13,22
2022,BOS,59,2022-02-15,0,PHI,W,135,87,46,82,.561,25,45,.556,18,22,.818,7,51,28,2,10,9,25,23,80,.288,8,32,.250,33,39,.846,12,40,17,7,2,9,17
2022,BOS,60,2022-02-16,1,DET,L,111,112,42,77,.545,13,32,.406,14,18,.778,2,30,29,8,6,15,14,43,93,.462,16,30,.533,10,13,.769,18,47,28,9,1,16,17
2022,BOS,61,2022-02-24,0,BRK,W,129,106,46,85,.541,17,42,.405,20,27,.741,8,48,28,9,3,13,20,39,94,.415,7,29,.241,21,28,.750,8,38,25,8,4,10,16
2022,BOS,62,2022-02-26,0,DET,W,113,104,42,88,.477,10,26,.385,19,21,.905,10,37,31,5,6,10,21,39,87,.448,7,27,.259,19,22,.864,10,41,18,4,4,14,22
2022,BOS,63,2022-02-27,0,IND,L,107,128,39,91,.429,12,43,.279,17,20,.850,12,40,25,5,9,10,13,47,90,.522,17,33,.515,17,20,.850,10,49,25,7,5,14,23
2022,BOS,64,2022-03-01,1,ATL,W,107,98,39,83,.470,11,35,.314,18,19,.947,11,47,27,4,8,12,20,36,83,.434,7,31,.226,19,24,.792,5,37,15,8,4,9,20
2022,BOS,65,2022-03-03,1,MEM,W,120,107,46,89,.517,16,37,.432,12,15,.800,15,51,33,4,7,14,15,42,99,.424,13,40,.325,10,13,.769,17,44,24,10,4,7,16
2022,BOS,66,2022-03-06,1,BRK,W,126,120,40,83,.482,17,36,.472,29,38,.763,10,37,25,9,7,10,19,45,89,.506,12,27,.444,18,20,.900,12,45,24,6,4,15,26
2022,BOS,67,2022-03-09,0,CHO,W,115,101,46,93,.495,12,37,.324,11,14,.786,16,47,30,10,8,11,20,36,85,.424,8,33,.242,21,28,.750,15,46,18,8,7,16,15
2022,BOS,68,2022-03-11,1,DET,W,114,103,42,90,.467,6,32,.188,24,30,.800,13,47,23,10,3,9,19,35,83,.422,10,34,.294,23,24,.958,11,42,21,4,4,14,22
2022,BOS,69,2022-03-13,1,DAL,L,92,95,33,88,.375,9,37,.243,17,19,.895,11,45,16,8,3,11,12,33,74,.446,15,37,.405,14,19,.737,4,42,20,7,5,17,16
2022,BOS,70,2022-03-16,0,GSW,W,110,88,38,81,.469,15,40,.375,19,22,.864,8,53,23,4,4,10,15,32,86,.372,11,48,.229,13,16,.813,7,38,19,8,4,8,21
2022,BOS,71,2022-03-18,0,SAC,W,126,97,46,82,.561,22,40,.550,12,17,.706,6,43,33,11,1,13,23,33,79,.418,13,36,.361,18,24,.750,8,37,23,5,6,16,14
2022,BOS,72,2022-03-20,0,DEN,W,124,104,47,82,.573,19,40,.475,11,11,1.000,5,38,29,4,6,8,18,35,87,.402,14,39,.359,20,25,.800,13,41,22,4,3,10,15
2022,BOS,73,2022-03-21,0,OKC,W,132,123,44,86,.512,15,40,.375,29,34,.853,6,42,22,8,7,8,18,48,93,.516,17,37,.459,10,14,.714,10,42,23,5,4,11,26
2022,BOS,74,2022-03-23,1,UTA,W,125,97,50,84,.595,19,36,.528,6,7,.857,8,39,37,8,10,12,20,35,88,.398,8,36,.222,19,21,.905,16,40,13,8,1,14,14
2022,BOS,75,2022-03-27,1,MIN,W,134,112,49,87,.563,17,39,.436,19,21,.905,10,45,27,7,5,13,20,45,84,.536,14,32,.438,8,12,.667,4,30,26,7,3,14,21
2022,BOS,76,2022-03-28,0,TOR,L,112,115,39,95,.411,12,40,.300,22,28,.786,16,57,23,5,7,16,15,46,106,.434,10,39,.256,13,18,.722,16,52,16,10,11,10,28
2022,BOS,77,2022-03-30,1,MIA,L,98,106,35,85,.412,11,37,.297,17,23,.739,8,44,27,9,1,17,22,38,79,.481,13,34,.382,17,25,.680,4,42,27,9,6,15,23
2022,BOS,78,2022-04-01,1,IND,W,128,123,45,83,.542,12,33,.364,26,28,.929,11,40,29,7,4,15,19,42,81,.519,17,36,.472,22,23,.957,8,30,25,9,3,16,30
2022,BOS,79,2022-04-03,1,WAS,W,144,102,56,91,.615,23,44,.523,9,13,.692,7,39,39,6,5,7,20,38,82,.463,8,21,.381,18,20,.900,7,32,21,4,2,12,14
2022,BOS,80,2022-04-06,0,CHI,W,117,94,43,88,.489,17,37,.459,14,22,.636,8,42,29,11,6,11,18,35,80,.438,7,23,.304,17,23,.739,7,40,19,7,4,17,22
2022,BOS,81,2022-04-07,0,MIL,L,121,127,43,87,.494,21,50,.420,14,19,.737,8,44,30,8,4,16,15,49,97,.505,14,38,.368,15,21,.714,14,48,27,13,5,11,19
2022,BOS,82,2022-04-10,0,MEM,W,139,110,54,99,.545,18,48,.375,13,13,1.000,14,56,34,5,2,15,20,39,102,.382,15,47,.319,17,27,.630,19,45,27,11,6,10,16
2023,BOS,1,2022-10-18,1,PHI,W,126,117,46,82,.561,12,35,.343,22,28,.786,6,36,24,8,3,10,24,40,80,.500,13,34,.382,24,28,.857,4,31,16,8,3,14,25
2023,BOS,2,2022-10-21,0,MIA,W,111,104,41,79,.519,14,33,.424,15,15,1.000,12,43,17,4,11,19,23,42,92,.457,8,26,.308,12,15,.800,11,36,23,8,3,9,18
2023,BOS,3,2022-10-22,0,ORL,W,126,120,42,87,.483,19,47,.404,23,28,.821,7,37,24,5,6,8,21,45,95,.474,15,34,.441,15,23,.652,12,48,21,5,7,9,24
2023,BOS,4,2022-10-24,0,CHI,L,102,120,37,100,.370,18,48,.375,10,12,.833,14,45,26,5,7,10,24,42,87,.483,10,21,.476,26,29,.897,14,60,29,4,6,13,18
2023,BOS,5,2022-10-28,1,CLE,L,123,132,42,82,.512,13,33,.394,26,32,.813,5,34,28,9,2,19,27,45,87,.517,16,35,.457,26,34,.765,9,42,18,5,2,15,28
2023,BOS,6,2022-10-30,1,WAS,W,112,94,36,79,.456,21,47,.447,19,20,.950,4,47,29,4,5,13,15,38,98,.388,7,32,.219,11,16,.688,15,51,22,5,6,8,20
2023,BOS,7,2022-11-02,0,CLE,L,113,114,38,93,.409,11,41,.268,26,27,.963,8,52,26,5,9,14,24,42,100,.420,11,39,.282,19,24,.792,9,51,24,6,4,11,23
2023,BOS,8,2022-11-04,1,CHI,W,123,119,41,83,.494,9,31,.290,32,39,.821,7,39,24,5,7,13,23,43,83,.518,11,28,.393,22,25,.880,4,37,21,8,5,17,28
2023,BOS,9,2022-11-05,0,NYK,W,133,118,47,88,.534,27,51,.529,12,12,1.000,8,34,30,5,2,12,17,46,90,.511,11,27,.407,15,16,.938,12,44,22,6,4,13,14
2023,BOS,10,2022-11-07,0,MEM,W,109,106,38,82,.463,12,37,.324,21,28,.750,7,45,26,5,6,15,19,41,91,.451,15,44,.341,9,14,.643,8,45,27,4,4,11,23
2023,BOS,11,2022-11-09,1,DET,W,128,112,47,88,.534,18,46,.391,16,21,.762,8,43,31,5,4,12,25,37,89,.416,7,33,.212,31,40,.775,15,48,15,7,3,10,19
2023,BOS,12,2022-11-11,1,DEN,W,131,112,50,90,.556,16,37,.432,15,20,.750,10,46,30,3,5,7,19,42,92,.457,12,29,.414,16,20,.800,11,38,26,3,1,5,16
2023,BOS,13,2022-11-12,0,DET,W,117,108,39,91,.429,18,48,.375,21,24,.875,9,42,27,6,4,7,17,37,89,.416,16,38,.421,18,21,.857,11,50,23,4,3,14,23
2023,BOS,14,2022-11-14,1,OKC,W,126,122,46,96,.479,10,37,.270,24,29,.828,10,46,25,15,7,14,20,47,98,.480,11,30,.367,17,21,.810,10,51,21,4,6,19,21
2023,BOS,15,2022-11-16,0,ATL,W,126,101,48,88,.545,21,46,.457,9,10,.900,6,49,29,4,8,14,20,42,101,.416,7,32,.219,10,13,.769,14,45,21,5,5,9,11
2023,BOS,16,2022-11-18,0,NOP,W,117,109,41,85,.482,20,46,.435,15,17,.882,11,46,28,6,3,17,13,43,87,.494,13,35,.371,10,13,.769,7,37,24,13,3,11,18
2023,BOS,17,2022-11-21,0,CHI,L,107,121,38,87,.437,19,50,.380,12,17,.706,5,38,28,3,4,15,18,46,89,.517,14,29,.483,15,20,.750,8,51,26,10,1,11,19
2023,BOS,18,2022-11-23,1,DAL,W,125,112,45,84,.536,17,34,.500,18,21,.857,6,38,29,4,4,11,22,44,82,.537,11,31,.355,13,21,.619,5,35,20,4,3,14,23
2023,BOS,19,2022-11-25,1,SAC,W,122,104,41,83,.494,16,37,.432,24,27,.889,4,38,27,9,6,10,24,36,87,.414,9,36,.250,23,26,.885,11,45,20,3,4,18,22
2023,BOS,20,2022-11-27,1,WAS,W,130,121,44,80,.550,16,34,.471,26,26,1.000,10,38,25,2,5,14,23,44,82,.537,7,28,.250,26,33,.788,6,29,23,8,1,4,21
2023,BOS,21,2022-11-28,1,CHO,W,140,105,55,93,.591,24,52,.462,6,7,.857,9,39,40,10,5,13,18,42,86,.488,11,29,.379,10,15,.667,13,37,28,7,2,20,14
2023,BOS,22,2022-11-30,1,MIA,W,134,121,46,83,.554,22,45,.489,20,23,.870,11,41,32,7,0,17,18,47,90,.522,18,40,.450,9,9,1.000,9,32,25,8,3,15,21
2023,BOS,23,2022-12-02,1,MIA,L,116,120,40,87,.460,15,45,.333,21,28,.750,7,48,26,6,2,20,18,48,101,.475,11,35,.314,13,18,.722,12,50,19,11,3,16,24
2023,BOS,24,2022-12-04,0,BRK,W,103,92,35,81,.432,15,38,.395,18,20,.900,8,48,18,11,9,15,19,34,84,.405,9,26,.346,15,22,.682,11,45,17,6,7,14,18
2023,BOS,25,2022-12-05,0,TOR,W,116,110,44,90,.489,13,36,.361,15,21,.714,13,49,27,6,3,11,22,39,85,.459,10,28,.357,22,30,.733,12,46,19,6,5,13,20
2023,BOS,26,2022-12-07,0,PHO,W,125,98,49,101,.485,16,45,.356,11,13,.846,11,53,29,14,3,12,20,37,93,.398,8,32,.250,16,19,.842,13,49,19,5,4,18,17
2023,BOS,27,2022-12-10,0,GSW,L,107,123,38,87,.437,12,40,.300,19,26,.731,6,39,17,8,6,10,14,47,92,.511,13,39,.333,16,20,.800,11,53,26,3,6,13,20
2023,BOS,28,2022-12-12,0,LAC,L,93,113,33,76,.434,9,39,.231,18,26,.692,5,36,27,5,6,15,17,44,90,.489,10,25,.400,15,21,.714,11,46,18,10,2,9,26
2023,BOS,29,2022-12-13,0,LAL,W,122,118,46,104,.442,19,48,.396,11,16,.688,13,51,27,6,2,14,22,44,93,.473,8,29,.276,22,30,.733,7,49,23,7,9,11,17
2023,BOS,30,2022-12-16,1,ORL,L,109,117,35,84,.417,11,46,.239,28,34,.824,10,38,17,9,12,14,21,42,91,.462,9,33,.273,24,28,.857,15,53,19,7,1,17,26
2023,BOS,31,2022-12-18,1,ORL,L,92,95,31,89,.348,12,47,.255,18,21,.857,11,54,22,7,7,16,17,33,86,.384,12,29,.414,17,19,.895,6,46,20,9,3,13,18
2023,BOS,32,2022-12-21,1,IND,L,112,117,39,101,.386,13,41,.317,21,25,.840,25,62,26,11,5,16,9,46,98,.469,18,39,.462,7,9,.778,12,47,27,10,3,14,22
2023,BOS,33,2022-12-23,1,MIN,W,121,109,44,100,.440,13,46,.283,20,26,.769,20,53,28,9,6,11,16,44,91,.484,10,32,.313,11,15,.733,11,45,25,3,8,16,18
2023,BOS,34,2022-12-25,1,MIL,W,139,118,50,85,.588,19,39,.487,20,25,.800,5,35,29,9,1,11,18,42,84,.500,13,36,.361,21,27,.778,8,39,22,8,1,15,16
2023,BOS,35,2022-12-27,1,HOU,W,126,102,43,91,.473,20,56,.357,20,23,.870,9,49,32,8,5,10,14,38,95,.400,14,45,.311,12,14,.857,13,49,24,5,2,13,16
2023,BOS,36,2022-12-29,1,LAC,W,116,110,44,91,.484,11,39,.282,17,22,.773,11,49,22,3,7,11,17,43,89,.483,15,39,.385,9,14,.643,8,41,26,4,4,12,20
2023,BOS,37,2023-01-01,0,DEN,L,111,123,40,87,.460,9,33,.273,22,27,.815,10,41,30,8,3,13,15,45,79,.570,17,30,.567,16,18,.889,1,35,31,5,4,14,17
2023,BOS,38,2023-01-03,0,OKC,L,117,150,40,88,.455,12,40,.300,25,31,.806,11,38,29,4,7,17,15,58,98,.592,20,40,.500,14,22,.636,9,44,31,14,3,13,23
2023,BOS,39,2023-01-05,0,DAL,W,124,95,41,84,.488,16,43,.372,26,31,.839,10,52,29,6,8,11,22,34,90,.378,7,32,.219,20,25,.800,11,42,15,4,3,11,19
2023,BOS,40,2023-01-07,0,SAS,W,121,116,47,95,.495,15,34,.441,12,18,.667,8,43,30,6,10,14,15,49,100,.490,7,25,.280,11,14,.786,12,51,25,6,3,13,20
2023,BOS,41,2023-01-09,1,CHI,W,107,99,38,87,.437,11,41,.268,20,21,.952,9,50,25,2,7,9,12,39,86,.453,12,35,.343,9,14,.643,6,42,19,6,1,7,18
2023,BOS,42,2023-01-11,1,NOP,W,125,114,44,91,.484,15,44,.341,22,25,.880,11,50,24,7,5,9,16,45,87,.517,11,30,.367,13,17,.765,4,33,22,5,4,9,17
2023,BOS,43,2023-01-12,0,BRK,W,109,98,41,86,.477,12,36,.333,15,17,.882,12,48,23,4,6,13,15,38,84,.452,13,34,.382,9,11,.818,4,31,26,8,9,12,19
2023,BOS,44,2023-01-14,0,CHO,W,122,106,47,99,.475,19,53,.358,9,10,.900,14,46,35,8,4,7,15,41,88,.466,8,27,.296,16,19,.842,10,46,21,3,2,11,11
2023,BOS,45,2023-01-16,0,CHO,W,130,118,43,87,.494,20,43,.465,24,25,.960,14,47,34,1,4,11,21,41,90,.456,13,31,.419,23,30,.767,13,38,26,7,2,5,18
2023,BOS,46,2023-01-19,1,GSW,W,121,118,43,108,.398,13,41,.317,22,30,.733,18,63,21,10,5,17,19,40,100,.400,18,52,.346,20,23,.870,8,47,28,10,7,16,26
2023,BOS,47,2023-01-21,0,TOR,W,106,104,38,85,.447,16,35,.457,14,15,.933,11,41,25,9,8,15,17,46,86,.535,7,19,.368,5,7,.714,6,41,24,7,9,14,13
2023,BOS,48,2023-01-23,0,ORL,L,98,113,36,83,.434,18,46,.391,8,11,.727,8,37,24,5,4,18,23,43,84,.512,11,27,.407,16,24,.667,8,40,22,10,3,10,12
2023,BOS,49,2023-01-24,0,MIA,L,95,98,32,74,.432,10,32,.313,21,27,.778,5,44,21,5,6,17,22,34,94,.362,12,33,.364,18,23,.783,14,51,21,7,2,7,18
2023,BOS,50,2023-01-26,1,NYK,L,117,120,41,100,.410,16,46,.348,19,23,.826,15,54,22,4,4,13,19,44,96,.458,13,38,.342,19,23,.826,10,50,17,5,5,8,20
2023,BOS,51,2023-01-28,1,LAL,W,125,121,39,84,.464,13,40,.325,34,39,.872,7,46,18,8,9,12,22,47,105,.448,12,42,.286,15,20,.750,11,47,30,4,0,12,23
2023,BOS,52,2023-02-01,1,BRK,W,139,96,53,92,.576,26,54,.481,7,10,.700,11,57,28,4,4,10,13,36,88,.409,9,39,.231,15,18,.833,5,32,19,8,1,5,12
2023,BOS,53,2023-02-03,1,PHO,L,94,106,29,75,.387,10,38,.263,26,31,.839,3,43,18,5,3,14,21,41,95,.432,12,32,.375,12,14,.857,10,53,28,6,6,8,22
2023,BOS,54,2023-02-06,0,DET,W,111,99,39,83,.470,16,37,.432,17,21,.810,10,51,25,2,5,11,22,37,87,.425,9,33,.273,16,21,.762,9,42,22,9,6,9,20
2023,BOS,55,2023-02-08,1,PHI,W,106,99,40,76,.526,19,35,.543,7,10,.700,5,44,25,2,5,13,19,37,83,.446,10,31,.323,15,20,.750,8,37,20,9,3,6,16
2023,BOS,56,2023-02-10,1,CHO,W,127,116,44,89,.494,25,55,.455,14,17,.824,5,43,34,7,7,15,22,45,93,.484,8,23,.348,18,26,.692,11,47,26,9,6,13,18
2023,BOS,57,2023-02-12,1,MEM,W,119,109,39,88,.443,21,51,.412,20,26,.769,15,55,28,5,3,10,14,42,84,.500,12,34,.353,13,21,.619,3,34,24,4,5,8,22
2023,BOS,58,2023-02-14,0,MIL,L,125,131,46,99,.465,17,50,.340,16,20,.800,8,44,28,8,1,13,26,43,90,.478,18,42,.429,27,35,.771,10,52,29,6,3,18,23
2023,BOS,59,2023-02-15,1,DET,W,127,109,49,92,.533,21,45,.467,8,10,.800,8,43,30,10,5,11,18,43,84,.512,11,29,.379,12,16,.750,6,35,24,6,4,14,16
2023,BOS,60,2023-02-23,0,IND,W,142,138,51,99,.515,18,39,.462,22,26,.846,20,51,31,7,6,15,18,49,94,.521,22,49,.449,18,22,.818,10,37,33,10,5,14,23
2023,BOS,61,2023-02-25,0,PHI,W,110,107,43,86,.500,16,36,.444,8,12,.667,9,44,20,6,4,12,22,35,78,.449,9,27,.333,28,35,.800,8,42,19,8,3,10,13
2023,BOS,62,2023-02-27,0,NYK,L,94,109,37,84,.440,9,42,.214,11,14,.786,7,35,21,5,8,11,22,37,78,.474,12,31,.387,23,34,.676,7,44,20,6,3,11,11
2023,BOS,63,2023-03-01,1,CLE,W,117,113,39,78,.500,16,32,.500,23,28,.821,7,43,27,5,4,12,18,45,92,.489,10,32,.313,13,21,.619,10,38,21,8,3,6,18
2023,BOS,64,2023-03-03,1,BRK,L,105,115,41,84,.488,9,29,.310,14,20,.700,9,48,26,8,8,19,19,40,95,.421,14,44,.318,21,26,.808,13,47,25,9,6,12,20
2023,BOS,65,2023-03-05,1,NYK,L,129,131,43,109,.394,21,59,.356,22,25,.880,17,54,27,8,5,16,28,47,95,.495,15,41,.366,22,32,.688,11,54,18,7,4,19,27
2023,BOS,66,2023-03-06,0,CLE,L,114,118,42,101,.416,16,48,.333,14,21,.667,15,52,25,5,5,12,21,43,96,.448,12,34,.353,20,25,.800,16,58,27,4,7,15,20
2023,BOS,67,2023-03-08,1,POR,W,115,93,42,88,.477,18,49,.367,13,20,.650,5,45,26,9,2,10,20,30,82,.366,11,39,.282,22,27,.815,6,47,18,5,2,15,19
2023,BOS,68,2023-03-11,0,ATL,W,134,125,52,95,.547,20,42,.476,10,12,.833,5,40,35,6,6,8,21,50,100,.500,10,34,.294,15,16,.938,13,48,24,4,4,10,17
2023,BOS,69,2023-03-13,0,HOU,L,109,111,39,87,.448,12,42,.286,19,21,.905,10,38,19,7,5,13,22,40,90,.444,11,35,.314,20,27,.741,15,48,27,9,2,10,21
2023,BOS,70,2023-03-15,0,MIN,W,104,102,34,84,.405,12,40,.300,24,30,.800,8,44,20,7,5,9,22,37,84,.440,12,36,.333,16,22,.727,8,46,27,3,2,13,23
2023,BOS,71,2023-03-17,0,POR,W,126,112,41,87,.471,15,42,.357,29,35,.829,18,52,29,12,2,16,19,38,79,.481,14,38,.368,22,31,.710,8,37,20,12,4,18,26
2023,BOS,72,2023-03-18,0,UTA,L,117,118,42,88,.477,22,51,.431,11,16,.688,5,40,30,2,2,6,17,42,97,.433,17,41,.415,17,22,.773,17,56,29,3,5,7,14
2023,BOS,73,2023-03-21,0,SAC,W,132,109,49,92,.533,18,44,.409,16,23,.696,11,43,33,9,3,5,15,39,81,.481,17,44,.386,14,21,.667,10,42,25,3,4,14,19
2023,BOS,74,2023-03-24,1,IND,W,120,95,44,93,.473,18,42,.429,14,19,.737,9,49,28,11,6,14,15,39,84,.464,4,26,.154,13,22,.591,6,44,24,9,4,17,16
2023,BOS,75,2023-03-26,1,SAS,W,137,93,52,91,.571,18,44,.409,15,21,.714,9,61,29,4,11,14,18,36,97,.371,8,36,.222,13,18,.722,3,38,22,7,0,10,16
2023,BOS,76,2023-03-28,0,WAS,L,111,130,45,93,.484,11,44,.250,10,11,.909,7,38,29,5,8,12,14,54,99,.545,13,37,.351,9,13,.692,6,43,33,7,3,9,13
2023,BOS,77,2023-03-30,0,MIL,W,140,99,51,91,.560,22,43,.512,16,20,.800,7,47,28,8,5,8,18,38,101,.376,14,43,.326,9,13,.692,15,45,22,4,1,13,16
2023,BOS,78,2023-03-31,1,UTA,W,122,114,42,96,.438,17,51,.333,21,22,.955,10,42,27,8,4,11,14,46,96,.479,9,29,.310,13,14,.929,13,52,23,3,7,18,17
2023,BOS,79,2023-04-04,0,PHI,L,101,103,38,91,.418,15,45,.333,10,16,.625,13,43,28,4,4,8,17,39,78,.500,11,29,.379,14,16,.875,6,37,21,3,7,10,21
2023,BOS,80,2023-04-05,1,TOR,W,97,93,38,89,.427,11,38,.289,10,18,.556,11,48,20,5,7,15,14,37,90,.411,6,33,.182,13,17,.765,13,50,20,10,7,11,19
2023,BOS,81,2023-04-07,1,TOR,W,121,102,45,81,.556,15,44,.341,16,21,.762,13,53,37,4,7,19,14,40,93,.430,9,31,.290,13,17,.765,12,35,21,12,2,7,17
2023,BOS,82,2023-04-09,1,ATL,W,120,114,42,89,.472,25,54,.463,11,14,.786,12,47,33,5,3,15,13,44,97,.454,11,39,.282,15,19,.789,16,50,27,11,5,9,12
2020,BRK,1,2019-10-23,1,MIN,L,126,127,48,101,.475,15,34,.441,15,26,.577,10,48,19,8,9,16,30,46,108,.426,13,43,.302,22,28,.786,12,52,23,9,4,13,22
2020,BRK,2,2019-10-25,1,NYK,W,113,109,37,78,.474,16,37,.432,23,34,.676,11,46,21,11,2,26,26,38,81,.469,17,25,.680,16,28,.571,9,39,17,14,4,26,31
2020,BRK,3,2019-10-27,0,MEM,L,133,134,44,101,.436,15,45,.333,30,37,.811,11,53,28,6,5,17,22,50,103,.485,14,33,.424,20,25,.800,8,49,33,9,10,12,29
2020,BRK,4,2019-10-30,1,IND,L,108,118,41,93,.441,10,31,.323,16,26,.615,18,54,21,6,5,19,19,45,96,.469,11,26,.423,17,20,.850,11,41,25,9,2,9,24
2020,BRK,5,2019-11-01,1,HOU,W,123,116,42,85,.494,19,32,.594,20,28,.714,10,55,26,8,7,20,21,41,99,.414,12,48,.250,22,27,.815,9,40,21,13,4,12,21
